window_id,start_time,end_time,s1_prob_normal,s1_prob_yellow,s1_prob_red,s2_prob_normal,s2_prob_yellow,s2_prob_red
0,0.0,10.0,0.9999999,8.05304e-08,3.42757e-26,2.5407143e-08,7.60269e-10,1.0
1,5.0,15.0,0.99999964,3.6724163e-07,1.2384048e-24,1.4577027e-07,2.6777588e-10,0.9999999
2,10.0,20.0,0.9999999,1.7484227e-07,2.0005676e-24,1.561803e-07,5.9747225e-09,0.9999999
3,15.0,25.0,0.99996006,3.9934992e-05,1.29321215e-20,6.3474135e-06,3.691348e-11,0.9999937
4,20.0,30.0,0.99994147,5.8577185e-05,6.379373e-19,2.0260308e-05,4.0320605e-09,0.99997973
5,25.0,35.0,0.99999976,2.550737e-07,1.5326658e-24,2.0045732e-07,1.6389967e-06,0.9999982
6,30.0,40.0,0.99999976,2.1652345e-07,4.7622167e-25,1.3056648e-07,1.6037413e-08,0.9999999
7,35.0,45.0,0.9999969,3.1147713e-06,1.8105072e-20,5.400663e-06,8.246734e-07,0.9999938
8,40.0,50.0,0.99999976,2.9558834e-07,1.1638589e-22,6.750156e-07,2.8022519e-06,0.99999654
9,45.0,55.0,0.9999999,8.520693e-08,5.1056036e-26,5.625779e-08,3.0890643e-08,0.9999999
10,50.0,60.0,0.9999993,7.690099e-07,7.060124e-24,4.1051047e-07,9.2826955e-09,0.9999995
11,55.0,65.0,1.0,4.4819826e-10,2.666513e-27,7.2387074e-09,0.002332923,0.9976671
12,60.0,70.0,0.9999995,4.6883645e-07,1.22378e-25,8.740042e-08,2.6549193e-10,0.9999999
13,65.0,75.0,0.9999994,6.1238427e-07,5.405361e-25,1.3980579e-07,8.794921e-09,0.9999999
14,70.0,80.0,0.99999726,2.7134251e-06,2.6066585e-24,3.2818267e-07,1.05720044e-10,0.99999964
15,75.0,85.0,0.99999976,2.7889212e-07,3.994097e-25,1.1999063e-07,1.202981e-08,0.9999999
16,80.0,90.0,1.0,4.8498915e-08,1.6034271e-26,2.9563955e-08,7.823962e-09,1.0
17,85.0,95.0,0.9999999,8.277857e-08,8.689427e-27,4.115547e-08,3.4567751e-10,1.0
18,90.0,100.0,0.99999917,8.4716544e-07,1.185503e-26,8.862435e-08,4.9661376e-14,0.9999999
19,95.0,105.0,0.9999958,4.167654e-06,2.09191e-25,2.7282783e-07,2.4592898e-13,0.99999976
20,100.0,110.0,0.9999951,4.8656148e-06,8.271701e-25,5.1272866e-07,5.725079e-13,0.9999995
21,105.0,115.0,0.9999932,6.765017e-06,1.4099686e-23,1.1496157e-06,3.0177808e-11,0.9999988
22,110.0,120.0,1.0,3.4214147e-09,7.1559945e-27,2.0567706e-08,4.5393726e-06,0.99999547
23,115.0,125.0,0.99999976,2.3551796e-07,4.979749e-25,1.7262968e-07,1.3335456e-08,0.99999976
24,120.0,130.0,1.0,2.576898e-08,2.500587e-25,1.07390775e-07,4.189547e-06,0.9999957
25,125.0,135.0,0.99999976,2.7930548e-07,4.203672e-23,9.743504e-07,2.371208e-07,0.9999988
26,130.0,140.0,0.9999993,6.7691525e-07,4.20301e-24,5.131249e-07,6.912693e-10,0.9999995
27,135.0,145.0,0.9999999,8.750651e-08,2.2299212e-25,8.164971e-08,1.1387113e-09,0.9999999
28,140.0,150.0,0.9999999,8.07097e-08,6.2754736e-26,5.007452e-08,1.5164584e-08,0.9999999
29,145.0,155.0,0.9999999,1.2848818e-07,2.8687967e-25,7.83805e-08,5.9575765e-08,0.9999999
30,150.0,160.0,0.9999995,4.7322473e-07,2.8825956e-25,1.7305037e-07,2.7321916e-11,0.9999999
31,155.0,165.0,0.9999999,1.3851833e-07,2.1387417e-26,6.143807e-08,2.0997124e-11,0.9999999
32,160.0,170.0,0.9999999,1.0127879e-07,2.3916732e-24,1.1028382e-07,6.945955e-08,0.99999976
33,165.0,175.0,1.0,1.1748788e-08,1.921035e-27,1.4219288e-08,3.2225498e-09,1.0
34,170.0,180.0,1.0,7.525849e-10,1.08235194e-29,1.4532818e-09,3.4624005e-08,1.0
35,175.0,185.0,0.99999964,4.0130365e-07,1.5145273e-23,2.5524693e-07,4.570742e-08,0.99999964
36,180.0,190.0,0.9999995,4.6417176e-07,2.6992552e-24,2.1824934e-07,2.2887237e-09,0.99999976
37,185.0,195.0,0.99999976,2.52765e-07,1.8260458e-24,1.6666137e-07,5.897517e-09,0.9999999
38,190.0,200.0,0.99999857,1.4490084e-06,6.880542e-24,3.7587236e-07,4.2555476e-10,0.99999964
39,195.0,205.0,1.0,5.163091e-10,4.746031e-29,3.6762953e-09,0.0003073499,0.9996927
40,200.0,210.0,0.9999993,7.0509054e-07,8.951056e-23,6.490443e-07,1.4513503e-06,0.99999785
41,205.0,215.0,0.999998,2.0304692e-06,2.6135532e-22,8.9113e-07,2.218255e-09,0.99999917
42,210.0,220.0,0.99999976,2.1909456e-07,1.1697513e-23,1.868709e-07,1.7799508e-07,0.99999964
43,215.0,225.0,0.9999999,1.4249105e-07,9.53089e-25,7.179108e-08,8.1323304e-07,0.99999917
44,220.0,230.0,0.99999964,3.0238937e-07,1.9014742e-26,5.761059e-08,1.1611794e-09,1.0
45,225.0,235.0,1.0,2.7175955e-09,2.61864e-28,4.1607127e-09,4.5815855e-06,0.99999547
46,230.0,240.0,0.99999976,1.9784599e-07,2.738742e-24,1.2519087e-07,1.2195477e-06,0.9999987
47,235.0,245.0,0.9999988,1.1530667e-06,1.1212998e-24,2.5712723e-07,1.0942145e-10,0.99999976
48,240.0,250.0,0.9999999,9.384282e-08,1.3054308e-22,2.8660656e-07,0.00076468266,0.99923503
49,245.0,255.0,0.99999976,2.7383558e-07,4.2238887e-25,1.1104857e-07,1.9238942e-09,0.9999999
50,250.0,260.0,0.9999999,1.5133126e-07,1.1452888e-25,6.144135e-08,3.817582e-10,0.9999999
51,255.0,265.0,1.0,2.64228e-10,1.9669071e-26,8.249561e-09,0.0059142862,0.99408567
52,260.0,270.0,1.0,1.1541549e-10,6.6436566e-28,2.337535e-09,0.0018087899,0.9981912
53,265.0,275.0,0.99999964,3.1165726e-07,1.6080851e-22,3.304882e-07,2.2366482e-06,0.9999974
54,270.0,280.0,0.9999995,5.2525326e-07,7.294398e-21,1.0445209e-06,5.8520338e-05,0.9999404
55,275.0,285.0,0.9999994,5.4931996e-07,1.5596926e-21,8.872537e-07,6.715285e-06,0.9999924
56,280.0,290.0,0.99999917,8.678229e-07,6.275386e-22,6.31495e-07,4.9436196e-08,0.9999993
57,285.0,295.0,0.9999974,2.6363182e-06,2.343747e-22,6.87212e-07,1.178502e-09,0.9999993
58,290.0,300.0,1.0,7.998613e-10,2.8509027e-27,4.037743e-09,6.1924998e-06,0.9999938
59,295.0,305.0,0.9999933,6.7224937e-06,3.010637e-21,1.6966521e-06,1.5826643e-09,0.99999833
60,300.0,310.0,0.9999926,7.3380456e-06,1.2751665e-22,7.1448926e-07,1.1408073e-11,0.9999993
61,305.0,315.0,0.9999982,1.8095006e-06,2.4220051e-23,3.6260815e-07,6.083348e-11,0.99999964
62,310.0,320.0,0.99999976,2.0162409e-07,4.5369333e-25,1.1768854e-07,2.010852e-08,0.9999999
63,315.0,325.0,0.9999962,3.763964e-06,4.764792e-20,3.3172869e-06,1.747235e-05,0.99997926
64,320.0,330.0,0.99999726,2.6858725e-06,4.509634e-21,1.7431557e-06,3.1578517e-07,0.999998
65,325.0,335.0,0.99999774,2.2054974e-06,4.2159183e-22,7.702562e-07,1.4813569e-08,0.99999917
66,330.0,340.0,0.9999987,1.3703037e-06,6.9196894e-22,6.8274505e-07,2.7600644e-08,0.9999993
